GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,Total capacity (ttpa),Latitude,Longitude,Country_code,distance_degrees,litpop_index,LitPop_value,LitPop_latitude,LitPop_longitude,LitPop_region_id,LitPop_impf
P100001063170,Guangdong Guixin Steel Co Ltd,广东桂鑫钢铁有限公司,,清远市青山不锈钢有限公司,Guangdong Guixin Steel Co Ltd,,E100002020513,unknown,,Guangdong Guixin Steel Co Ltd [100.0%],E100002020513 [100.0%],unknown [100.0%],unknown,广东省清远市银盏林场银中工业区嘉福工业区,Qingyuan,Guangdong,China,Asia Pacific,"23.5171090, 113.1068650",exact,https://www.gem.wiki/Guangdong_Guixin_Steel_Co_Ltd,22.0,unknown,unknown,2004,unknown,unknown,unknown,,,,,unknown,unknown,unknown,177,no,no,no,EAF,unknown,unknown,unknown,,23.517109,113.106865,CHN,0.030527977018284996,133464,1383225148.037752,23.54166667,113.125,156,1
P100001062833,"Guangdong Guoxin Industrial Co., Ltd.",广东国鑫实业股份有限公司,,,Guangdong Guoxin Industrial Co Ltd,,E100002020448,unknown,,Guangdong Guoxin Industrial Co Ltd [100.0%],E100002020448 [100.0%],unknown [100.0%],unknown,广东省揭阳市空港经济区滨海科技园,Jieyang,Guangdong,China,Asia Pacific,"23.4074150, 116.5708180",exact,"https://www.gem.wiki/Guangdong_Guoxin_Industrial_Co.,_Ltd.",24.0,unknown,unknown,2002,unknown,unknown,unknown,,,,,semi-finished,"High-speed wire rod, high-strength threaded steel bars, steel billets",unknown,1020,2024-09-13 00:00:00,2025-09-04 00:00:00,no,BF; BOF,unknown,unknown,unknown,,23.407415,116.570818,CHN,0.05867262028201826,133721,4977101905.5661955,23.45833333,116.54166667,156,1
P100001063522,Guangdong Hongde Steel Group Co Ltd,广东宏德钢铁集团有限公司,Shaoguan Hongde Hot-Rolled Strip Steel Co Ltd,韶关市宏德热轧带钢有限公司,Guangdong Hongde Steel Group Co Ltd,,E100002020658,unknown,,Guangdong Hongde Steel Group Co Ltd [100.0%],E100002020658 [100.0%],unknown [100.0%],unknown,韶关市曲江区白土工业园,Shaoguan,Guangdong,China,Asia Pacific,"24.6723510, 113.5355740",exact,https://www.gem.wiki/Guangdong_Hongde_Steel_Group_Co_Ltd,24.0,unknown,unknown,2002,unknown,unknown,unknown,,,,,semi-finished,ingot,unknown,unknown,no,no,no,EAF,unknown,unknown,unknown,,24.672351,113.535574,CHN,0.03649450232511436,130150,2371893017.6045723,24.70833333,113.54166667,156,1
P100000120362,Guangdong Jingye Iron and Steel Co Ltd,广东敬业钢铁实业股份有限公司,"Guangdong Taidu Iron and Steel Co., Ltd.",揭阳市泰都钢铁铸造有限公司,Guangdong Jingye Iron and Steel Co Ltd,广东敬业钢铁有限责任公司,E100000126698,unknown,,Jingye Group Co Ltd [100.0%],E100000124668 [100.0%],5071576433 [100.0%],"Didu Town, Airport Economic Development Zone, Jieyang City, Guangdong Province",广东省揭阳市空港经济开发区地都镇红岗村,Jieyang,Guangdong,China,Asia Pacific,"23.4546660, 116.4984830",exact,https://www.gem.wiki/Guangdong_Jingye_Iron_and_Steel_Co_Ltd,6.0,unknown,unknown,2020,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, rebar","building and infrastructure, transport",1082,2023-12-13 00:00:00,2023-12-13 00:00:00,no,BF; BOF,1×130t/h ultra-high-temperature and ultra-high-pressure gas boiler+1×40MW generator set,unknown,unknown,,23.454666,116.498483,CHN,0.0403168117593278,133720,7797595936.055308,23.45833333,116.45833333,156,1
P100000120319,Guangdong Jinshenglan Metallurgical Technology Co Ltd,广东金晟兰冶金科技有限公司,,,Guangdong Jinshenglan Metallurgical Technology Co Ltd,广东金晟兰冶金科技有限公司,E100000126881,unknown,,Fujian Lanming Investment Partnership LP [25.2%]; unknown [14.9%]; natural person(s) [13.9%]; Fujian Lanrui Investment Partnership LP [12.5%]; Fujian Qikun Investment Co Ltd [5.8%]; Fujian Zhongyi Investment Co Ltd [5.0%]; Fujian Taisong Investment Co Ltd [3.3%]; Fujian Qinghe Investment Co Ltd [1.9%]; Fujian Jinkun Investment Co Ltd [1.8%]; Fuzhou Deyu Investment Co Ltd [1.8%]; Fujian Shunle Investment Co Ltd [1.8%]; Fujian Yuheng Investment Co Ltd [1.8%]; Fuzhou Minqiu Trading Co Ltd [1.7%]; Fenghe Investment (Fujian) Co Ltd [1.4%]; Fujian Jingyuan Investment Co Ltd [1.4%]; Fujian Junao Investment Co Ltd [1.4%]; Fujian Yongxinqi Investment Co Ltd [1.4%]; Yuncheng Investment (Fujian) Co Ltd [1.4%]; Pingtan Shengxin Investment Partnership LP [1.4%],E100000128591 [25.2%]; E100000132388 [14.9%]; E100000123261 [13.9%]; E100000128858 [12.5%]; E100000124854 [5.8%]; E100000128594 [5.0%]; E100000124851 [3.3%]; E100000128595 [1.9%]; E100000124852 [1.8%]; E100000124853 [1.8%]; E100000124856 [1.8%]; E100000128596 [1.8%]; E100000128597 [1.7%]; E100000128967 [1.4%]; E100000128969 [1.4%]; E100000128968 [1.4%]; E100000124850 [1.4%]; E100000124849 [1.4%]; E100000128966 [1.4%],unknown [25.2%]; unknown [14.9%]; unknown [13.9%]; unknown [12.5%]; unknown [5.8%]; unknown [5.0%]; unknown [3.3%]; unknown [1.9%]; unknown [1.8%]; unknown [1.8%]; unknown [1.8%]; unknown [1.8%]; unknown [1.7%]; unknown [1.4%]; unknown [1.4%]; unknown [1.4%]; unknown [1.4%]; unknown [1.4%]; unknown [1.4%],"Yaogu Town, Yunfu City, Guangdong Province",广东省云浮市腰古镇,Yunfu,Guangdong,China,Asia Pacific,"22.8887290, 112.2630810",exact,https://www.gem.wiki/Guangdong_Jinshenglan_Metallurgical_Technology_Co_Ltd,5.0,unknown,unknown,2021,unknown,unknown,unknown,,,,,finished rolled,"round bar, rebar",unknown,2169,2025-03-04 00:00:00,2025-03-12 00:00:00,no,EAF,Distributed Photovoltaic Power Generation,unknown,unknown,,22.888729,112.263081,CHN,0.03171160624044197,135079,288572450.6037076,22.875,112.29166667,156,1
P100000120380,Guangdong Nanfang Donghai Iron and Steel Co Ltd,广东南方东海钢铁有限公司,,,Guangdong Nanfang Donghai Iron and Steel Co Ltd,广东南方东海钢铁有限公司,E100000127165,unknown,,Tangshan Donghai Iron and Steel Group Co Ltd [70.0%]; natural person(s) [30.0%],E100000123219 [70.0%]; E100000123261 [30.0%],unknown [70.0%]; unknown [30.0%],"Silao Town, Yuncheng District, Yunfu City, Guangdong Province",广东省云浮市云城区思劳镇双羌村云卜村,Yunfu,Guangdong,China,Asia Pacific,"22.9076140, 112.2249520",approximate,https://www.gem.wiki/Guangdong_Nanfang_Donghai_Iron_and_Steel_Co_Ltd,3.0,2022-03-01 00:00:00,2019,2023,unknown,unknown,unknown,,,,,unknown,unknown,unknown,284,unknown,unknown,no,EAF,unknown,unknown,unknown,,22.907614,112.224952,CHN,0.03660400508918134,135078,194781090.93254027,22.875,112.20833333,156,1
P100001063276,Guangdong Shengye Steel Co Ltd,广东盛业钢铁有限公司,,,Guangdong Shengye Steel Co Ltd,,E100002020550,unknown,,Guangdong Shengye Steel Co Ltd [100.0%],E100002020550 [100.0%],unknown [100.0%],unknown,广东省河源市东源县灯塔镇,Heyuan,Guangdong,China,Asia Pacific,"24.0085640, 114.7973280",approximate,https://www.gem.wiki/Guangdong_Shengye_Steel_Co_Ltd,21.97,unknown,unknown,2004-03-03 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","steel billet, Rolled Steel, Square Bar, Cast and Forged Parts",unknown,11,no,no,no,EAF,unknown,unknown,unknown,,24.008564,114.797328,CHN,0.03358329076338197,132128,106278554.73135719,24.04166667,114.79166667,156,1
P100001063591,Guangdong Shiji Qingshan Nickel Industry Co Ltd,广东世纪青山镍业有限公司,,,Guangdong Shiji Qingshan Nickel Industry Co Ltd,广东世纪青山镍业有限公司,E100002020683,5080196439,,Guangdong Shiji Qingshan Nickel Industry Co Ltd [100.0%],E100002020683 [100.0%],5080196439 [100.0%],unknown,广东省阳江高新区海港纵一路1号,Yangjiang,Guangdong,China,Asia Pacific,"21.6870530, 111.8488930",exact,https://www.gem.wiki/Guangdong_Shiji_Qingshan_Nickel_Industry_Co_Ltd,14.81,unknown,unknown,2011-05-01 00:00:00,unknown,unknown,unknown,,,,,unknown,"Nickel alloy, high-carbon chromium iron",automotive,900,2024-12-09 00:00:00,2023-08-07 00:00:00,no,EAF,unknown,unknown,unknown,,21.687053,111.848893,CHN,0.06732124670562517,427,546325381.749661,21.625,111.875,156,1
P100001063532,Guangdong Taidu Iron & Steel Co Ltd,广东泰都钢铁有限公司,,清远市花城五金铸造有限公司,Guangdong Taidu Iron & Steel Co Ltd,广东敬业钢铁有限责任公司,E100002020661,unknown,,Guangdong Taidu Iron & Steel Co Ltd [100.0%],E100002020661 [100.0%],unknown [100.0%],unknown,清远市清城区石角镇界牌新村（北江工业园区）,Qingyuan,Guangdong,China,Asia Pacific,"23.504558, 112.962693",exact,https://www.gem.wiki/Guangdong_Taidu_Iron_&_Steel_Co_Ltd,22.0,unknown,unknown,2004,unknown,unknown,unknown,,,,,finished rolled,rebar,unknown,unknown,no,no,no,EAF,unknown,unknown,unknown,,23.504558,112.962693,CHN,0.0373638878019666,133462,1746497357.0257854,23.54166667,112.95833333,156,1
P100001063263,"Guangdong Taiye Hongda Steel Co., Ltd.",广东泰业鸿达钢铁有限公司,,清远市泰业金属模具制品有限公司,Guangdong Taiye Hongda Steel Co Ltd,,E100002020545,unknown,,Guangdong Taiye Hongda Steel Co Ltd [100.0%],E100002020545 [100.0%],unknown [100.0%],unknown,,Qingyuan,Guangdong,China,Asia Pacific,"23.54332928798603, 112.99082407443541",approximate,"https://www.gem.wiki/Guangdong_Taiye_Hongda_Steel_Co.,_Ltd.",13.79,unknown,unknown,2012-05-08 00:00:00,unknown,unknown,unknown,,,,,unknown,unknown,unknown,unknown,unknown,unknown,no,EAF,unknown,unknown,unknown,,23.54332928798603,112.9908240744354,CHN,0.03253325640838091,133462,1746497357.0257854,23.54166667,112.95833333,156,1
P100000120361,GuangDong Xinxing Ductile Iron Pipes Co Ltd,广东新兴铸管有限公司,,,GuangDong Xinxing Ductile Iron Pipes Co Ltd,广东新兴铸管有限公司,E100000127213,unknown,,Xinxing Ductile Iron Pipes Co Ltd [100.0%],E100000127965 [100.0%],unknown [100.0%],"Mashui Town, Yangchun City, Yangjiang City, Guangdong Province",广东省阳江市阳春市马水镇南山工业园区,Yangjiang,Guangdong,China,Asia Pacific,"22.0991400, 111.6654790",exact,https://www.gem.wiki/GuangDong_Xinxing_Ductile_Iron_Pipes_Co_Ltd,11.0,unknown,unknown,2015,unknown,unknown,unknown,,,,,finished rolled,"pipe, castings",unknown,618,2024-10-28 00:00:00,2024-10-28 00:00:00,no,BF,unknown,unknown,unknown,,22.09914,111.665479,CHN,0.048034248625334716,136241,126961940.125218,22.125,111.625,156,1
P100000121044,Guangdong Yuebei United Steel Co Ltd,广东粤北联合钢铁有限公司,,,Guangdong Yuebei United Steel Co Ltd,广东粤北联合钢铁有限公司,E100000126242,unknown,,Jingye Group Co Ltd [100.0%],E100000124668 [100.0%],5071576433 [100.0%],"Xiongwu Village, Qiaotou Town, Yingde City, Guangdong Province",广东省英德市桥头镇五石熊屋村,Yingde,Guangdong,China,Asia Pacific,"24.2624520, 113.7281980",exact,https://www.gem.wiki/Guangdong_Yuebei_United_Steel_Co_Ltd,16.0,unknown,unknown,2010,unknown,unknown,unknown,,,,,finished rolled,rebar,building and infrastructure,1451,2024-04-25 00:00:00,no,no,BF; BOF; EAF,Self-built substation& waste heat power station,unknown,unknown,,24.262452,113.728198,CHN,0.035328487901664624,131394,114780320.39245096,24.29166667,113.70833333,156,1
P100001063322,Guangdong Yuedong Steel Co Ltd,广东粤东钢铁有限公司,,,Guangdong Yuedong Steel Co Ltd,,E100002020592,unknown,,Guangdong Yuedong Steel Co Ltd [100.0%],E100002020592 [100.0%],unknown [100.0%],unknown,广东省河源市源城区双下路110号,Heyuan,Guangdong,China,Asia Pacific,"23.711585, 114.689761",exact,https://www.gem.wiki/Guangdong_Yuedong_Steel_Co_Ltd,32.14,unknown,unknown,1993-12-31 00:00:00,unknown,unknown,unknown,,,,,finished rolled,Deformed steel bars for concrete / Rebar,building and infrastructure,126,2025-11-26 00:00:00,no,no,EAF,unknown,unknown,unknown,,23.711585,114.689761,CHN,0.018854834908259593,133042,10381673523.067602,23.70833333,114.70833333,156,1
P100001062853,Guangdong Yuehua Iron & Steel Group Co Ltd,广东粤华钢铁集团有限公司,"Yingde Yuehua Casting Co., Ltd.",英德市粤华铸造有限责任公司,Guangdong Yuehua Iron & Steel Group Co Ltd,,E100002020563,unknown,,Guangdong Yuehua Iron & Steel Group Co Ltd [100.0%],E100002020563 [100.0%],unknown [100.0%],unknown,广东省英德市英红镇跑马场,Yingde,Guangdong,China,Asia Pacific,"24.2757830, 113.3888960",exact,https://www.gem.wiki/Guangdong_Yuehua_Iron_&_Steel_Group_Co_Ltd,21.81,unknown,unknown,2004-04-29 00:00:00,unknown,unknown,unknown,,,,,semi-finished,steel billet,unknown,65,2025-10-31 00:00:00,2025-05-30 00:00:00,no,EAF,unknown,unknown,unknown,,24.275783,113.388896,CHN,0.021104259964969164,131390,386008960.44992363,24.29166667,113.375,156,1
P100001063509,Guangdong Yueshao Iron & Steel Co Ltd,广东粤韶钢铁有限公司,,,Guangdong Yueshao Iron & Steel Co Ltd,,E100002020650,unknown,,Guangdong Yueshao Iron & Steel Co Ltd [100.0%],E100002020650 [100.0%],unknown [100.0%],unknown,韶关市曲江区马坝镇演山石场旁,Shaoguan,Guangdong,China,Asia Pacific,"24.6883550, 113.6574080",exact,https://www.gem.wiki/Guangdong_Yueshao_Iron_&_Steel_Co_Ltd,12.48,unknown,unknown,2013-08-27 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"Alloy and special steels, Gear steels Reinforcing bars (rebar)",unknown,315,unknown,unknown,no,EAF,unknown,unknown,unknown,,24.688355,113.657408,CHN,0.038071145682643054,130151,2904267538.2436757,24.70833333,113.625,156,1
P100001063495,Guangdong Zhanhong Steel Plant,广东展宏钢铁厂,Huidong County Huaye Foundry,"惠东县华业铸造厂, 广东展宏钢铁有限公司",Guangdong Zhanhong Steel Plant,,E100002020642,unknown,,Guangdong Zhanhong Steel Plant [100.0%],E100002020642 [100.0%],unknown [100.0%],unknown,粤港澳大湾区东岸惠州市惠东县多祝镇工业区,Huizhou,Guangdong,China,Asia Pacific,"23.0378580, 114.9705930",exact,https://www.gem.wiki/Guangdong_Zhanhong_Steel_Plant,23.0,unknown,unknown,2003,unknown,unknown,unknown,,,,,finished rolled,Reinforcing bars (rebar),building and infrastructure,1000,yes,yes,no,EAF,unknown,unknown,unknown,,23.037858,114.970593,CHN,0.0128376584966889,134737,33770610.58382256,23.04166667,114.95833333,156,1
P100000120084,Guangdong Zhongnan Iron & Steel Co Ltd,韶钢集团,SGIS Songshan Co Ltd,"广东中南钢铁股份有限公司, 广东韶钢松山股份有限公司",SGIS Songshan Co Ltd,广东韶钢松山股份有限公司,E100001010583,4295864521,,SGIS Songshan Co Ltd [100.0%],E100001010583 [100.0%],4295864521 [100.0%],"Maba, Qujiang District, Shaoguan City, Guangdong Province",广东省韶关市曲江区马坝,Shaoguan,Guangdong,China,Asia Pacific,"24.7082320, 113.6358980",exact,https://www.gem.wiki/Guangdong_Zhongnan_Iron_&_Steel_Co_Ltd,29.0,unknown,unknown,1997,unknown,unknown,unknown,,,,,finished rolled,"rod, wire, plate","building and infrastructure, energy, tools and machinery, transport",5155,2024-05-15 00:00:00,2024-05-15 00:00:00,no,BF; BOF; EAF,Photovoltaic Power Generation has successfully achieved grid connection and is generating electricity at full capacity,unknown,unknown,,24.708232,113.635898,CHN,0.010898471074827124,130151,2904267538.2436757,24.70833333,113.625,156,1
P100000121071,Guangshui Huaxin Metallurgical Industry Co Ltd,广水华鑫冶金工业有限公司,"Guangshui Huaxin Smelt Industry Co., Ltd.",,Guangshui Huaxin Smelt Industry Co Ltd,广水华鑫冶金工业有限公司,E100000127295,unknown,,Fujian Shangkun Investment Co Ltd [62.5%]; Fujian Kangye Investment Co Ltd [37.5%],E100000128562 [62.5%]; E100000128563 [37.5%],unknown [62.5%]; unknown [37.5%],"Metallurgical Industrial Park, Yangzhai Town, Guangshui City, Suizhou City, Hubei Province",湖北省随州市广水市杨寨镇冶金工业园,Suizhou,Hubei,China,Asia Pacific,"31.5022100, 114.0081420",exact,https://www.gem.wiki/Guangshui_Huaxin_Metallurgical_Industry_Co_Ltd,18.0,unknown,unknown,2008,unknown,unknown,unknown,,,,,finished rolled,"bearings, spring steel, special",unknown,1038,2023-11-08 00:00:00,2025-10-27 00:00:00,no,BF; EAF,Distributed Photovoltaic Power Generation,unknown,unknown,,31.50221,114.008142,CHN,0.051775788802269455,100708,39099648.249599755,31.54166667,114.04166667,156,1
P100000120093,Guangxi Beigang New Material Co Ltd,北海诚德镍业有限公司,"Beihai Chengde Ferronickel Co., Ltd., Guangxi Beibu Gulf New Material Co., Ltd.","广西北部湾新材料有限公司, 广西北港新材料有限公司",Guangxi BG New Materials Co Ltd,广西北港新材料有限公司,E100000126649,unknown,Full,Guangxi Beibu Gulf International Port Group Co Ltd [100.0%],E100000127970 [100.0%],5000910985 [100.0%],"Intersection of No.4 Road and No.7 Road, Tieshangang District, Beihai City, Guangxi Zhuang Autonomous Region",广西北海市铁山港区四号路与七号路交汇处,Beihai,Guangxi,China,Asia Pacific,"21.5199240, 109.5064270",exact,https://www.gem.wiki/Guangxi_Beigang_New_Material_Co_Ltd,17.0,unknown,unknown,2009,unknown,unknown,unknown,3400.0,,,,finished rolled,"slab, coil, tube",unknown,2225,expired,expired,no,BF; EAF,Southern Power Grid North Bay Power Supply Bureau in Guangxi & Waste Heat Power Generation,unknown,unknown,3400.0,21.519924,109.506427,CHN,0.04140746358372581,136766,490660026.3866026,21.54166667,109.54166667,156,1
P100000120370,Guangxi Chiji Iron and Steel Co Ltd,广西翅冀钢铁有限公司,,,Guangxi Chiji Iron and Steel Co Ltd,广西翅冀钢铁有限公司,E100000123159,5082478735,,Qian'an City Jiujiang Wire Co Ltd [100.0%],E100000123190 [100.0%],unknown [100.0%],"Kongliang Village, Tangbu Town, Teng County, Wuzhou City, Guangxi Zhuang Autonomous Region",广西壮族自治区梧州市藤县塘步镇孔良村,Wuzhou,Guangxi,China,Asia Pacific,"23.4021210, 111.1346060",exact,https://www.gem.wiki/Guangxi_Chiji_Iron_and_Steel_Co_Ltd,7.0,2022-03-01 00:00:00,unknown,2019,unknown,unknown,unknown,,,,,unknown,unknown,unknown,7900,2024-08-02 00:00:00,2025-06-23 00:00:00,no,BF; BOF; Iron other/unspecified,unknown,unknown,unknown,,23.402121,111.134606,CHN,0.02877192862844192,133871,105313275.99139243,23.375,111.125,156,1
P100000120398,Guangxi Deyuan Metallurgy Co Ltd (Nayangdaqiao),广西德源冶金有限公司(那阳大桥),,广西横县榕宁钢铁有限责任公司(榕宁钢厂),Guangxi Deyuan Metallurgy Co Ltd,广西德源冶金有限公司,E100000126407,unknown,,Fujian Yongjianguo Investment Development Co Ltd [50.0%]; natural person(s) [35.0%]; Guangxi Changheng Investment Co Ltd [15.0%],E100000127971 [50.0%]; E100000123261 [35.0%]; E100000127972 [15.0%],unknown [50.0%]; unknown [35.0%]; unknown [15.0%],"Heng County, Nanning City, Guangxi Zhuang Autonomous Region",广西壮族自治区南宁市横县那阳大桥头旁,Nanning,Guangxi,China,Asia Pacific,"22.7129960, 109.3372500",exact,https://www.gem.wiki/Guangxi_Deyuan_Metallurgy_Co_Ltd_(Nayangdaqiao),36.0,unknown,unknown,1990,2022-12-01 00:00:00,unknown,unknown,,,,,finished rolled,rebar,unknown,73,2022-11-11 00:00:00,no,no,EAF,State Grid,unknown,unknown,,22.712996,109.33725,CHN,0.03803686358690889,135365,277340105.397218,22.70833333,109.375,156,1
P100000121140,Guangxi Deyuan Metallurgy Co Ltd (Yujiangbian),广西横县榕宁钢铁有限责任公司(榕宁钢厂),,广西德源冶金有限公司(郁江边),Guangxi Deyuan Metallurgy Co Ltd,广西德源冶金有限公司,E100000126407,unknown,,Fujian Yongjianguo Investment Development Co Ltd [50.0%]; natural person(s) [35.0%]; Guangxi Changheng Investment Co Ltd [15.0%],E100000127971 [50.0%]; E100000123261 [35.0%]; E100000127972 [15.0%],unknown [50.0%]; unknown [35.0%]; unknown [15.0%],"Beside Yujiang, Liujing Industrial Park,Mashan County, Nanning, Guangxi Zhuang Autonomous Region",广西壮族自治区南宁六景工业园区六景产业园景江大道旁郁江边地块,Nanning,Guangxi,China,Asia Pacific,"22.8583100, 108.9010900",approximate,https://www.gem.wiki/Guangxi_Deyuan_Metallurgy_Co_Ltd_(Yujiangbian),,2022-12-09 00:00:00,unknown,unknown,unknown,unknown,unknown,,,,,finished rolled,rebar,unknown,unknown,no,no,no,EAF,State Grid,unknown,unknown,,22.85831,108.90109,CHN,0.030971667698072535,135038,266302664.99618664,22.875,108.875,156,1
